"","u","s","m","l","lum"
"M1_BF_BRIG_152_K176810_P3",0.0566077106746984,0.117913556822288,0.358678231828299,0.466800500674715,0.0125336436761793
"M1_BF_BRIG_152_K176810_P4",0.0775224479651734,0.205219913629721,0.310413443306451,0.406844195098654,0.0111847482824544
"M1_BF_BRIG_152_K176811_P1",0.0750918776750516,0.256927400810154,0.296889183575633,0.371091537939162,0.0161213113011661
"M1_BF_BRIG_152_K176811_P2",0.0508142711392993,0.121151109503143,0.344421883693352,0.483612735664205,0.0132213806358662
"M1_BF_BRIG_152_K176811_P3",0.0529300596581801,0.123922061442948,0.354776856872877,0.468371022025995,0.0131021000299704
"M1_BF_BRIG_152_K176811_P4",0.0744670665399945,0.225895272200895,0.30211728312806,0.397520378131051,0.0155717446610129
"M1_BF_BRIG_152_K176812_P1",0.0755571290636982,0.249517522234997,0.304791709013227,0.370133639688078,0.0163744413424007
"M1_BF_BRIG_152_K176812_P2",0.0488126851783097,0.117705784839973,0.343438020419383,0.490043509562334,0.0149603107274551
"M1_BF_BRIG_152_K176812_P3",0.0570610111891581,0.131080143973876,0.350081804983602,0.461777039853363,0.0111216394231987
"M1_BF_BRIG_152_K176812_P4",0.0753666289175586,0.216878215180456,0.308573698718332,0.399181457183653,0.0129770871432246
"M1_BF_BRIG_152_K176813_P1",0.0719822303110375,0.260367716885058,0.293834865864427,0.373815186939477,0.0201306987558098
"M1_BF_BRIG_152_K176813_P2",0.0582574950358077,0.135401496796316,0.351191994278509,0.455149013889367,0.0146362615576678
"M1_BF_BRIG_152_K176813_P3",0.0506878613879127,0.0873630500147002,0.380940908957384,0.481008179640003,0.0125163865717283
"M1_BF_BRIG_152_K176813_P4",0.0736742347106789,0.190060317163267,0.313451768166895,0.42281367995916,0.00928859755234867
"M1_BF_BRIG_152_K176814_P1",0.0716273173239136,0.226718319684558,0.312547562736806,0.389106800254722,0.015695399513554
"M1_BF_BRIG_152_K176814_P2",0.0620321324332292,0.155898231881167,0.337701108079082,0.444368527606522,0.0132452958378452
"M1_BF_BRIG_152_K176814_P3",0.0780996029190676,0.202973167620774,0.310146513733966,0.408780715726193,0.00781321490964329
"M1_BF_BRIG_152_K176814_P4",0.0728095778944811,0.208571747660455,0.307016178521631,0.411602495923433,0.0109563721782216
"M1_BF_BRIG_152_K176815_P1",0.0786492997957657,0.257948326559017,0.298915087347714,0.364487286297503,0.0219247873899981
"M1_BF_BRIG_152_K176815_P2",0.0612604243049304,0.152827819842228,0.331609559800561,0.454302196052281,0.0149752590710299
"M1_BF_BRIG_152_K176815_P3",0.063464852245854,0.166219143209473,0.334703128948868,0.435612875595805,0.0119604363301151
"M1_BF_BRIG_152_K176815_P4",0.0734083266534259,0.206832042368744,0.307635954282376,0.412123676695454,0.00912314333212356
"M1_BF_BRIG_152_K176816_P1",0.0706131075871288,0.249327325481863,0.299242876702189,0.380816690228819,0.016290877432043
"M1_BF_BRIG_152_K176816_P2",0.0511294283496918,0.119828612406368,0.356666632837483,0.472375326406457,0.0121383688655441
"M1_BF_BRIG_152_K176816_P3",0.0582623371728756,0.155840913864067,0.338095327858528,0.447801421104529,0.012840144786058
"M1_BF_BRIG_152_K176816_P4",0.0742021011500137,0.197985416260881,0.30910056405355,0.418711918535555,0.00937852599376203
"M1_BF_BRIG_152_K176817_P1",0.0780924923563864,0.267570466405727,0.296459725284463,0.357877315953424,0.0203139771489502
"M1_BF_BRIG_152_K176817_P2",0.0616123636509534,0.157303697061683,0.336085166349841,0.444998772937522,0.0171944983272731
"M1_BF_BRIG_152_K176817_P3",0.0595851159416839,0.123684352019234,0.353655595464644,0.463074936574438,0.00677077680174577
"M1_BF_BRIG_152_K176817_P4",0.076164968832906,0.189087574017159,0.317371119732052,0.417376337417883,0.00927472670938475
"M1_BF_BRIG_152_K176818_P1",0.0799208940633643,0.266887679229563,0.295696981058846,0.357494445648227,0.0218330232466274
"M1_BF_BRIG_152_K176818_P2",0.0576612985063361,0.133612676264887,0.349619558092573,0.459106467136205,0.012691523361419
"M1_BF_BRIG_152_K176818_P3",0.0519785149428654,0.101504512191079,0.363850652361573,0.482666320504483,0.0150731118318945
"M1_BF_BRIG_152_K176818_P4",0.0766332080008184,0.208302754653044,0.312017376847892,0.403046660498245,0.0102518187333349
"M1_BF_BRIG_152_K176819_P1",0.0823953343883796,0.270487245961226,0.295732093245873,0.351385326404522,0.0201146148993765
"M1_BF_BRIG_152_K176819_P2",0.0611948339331017,0.17363723932183,0.329168749346836,0.435999177398233,0.0261227963300341
"M1_BF_BRIG_152_K176819_P3",0.054549222532117,0.12096287872833,0.344735229435846,0.479752669303707,0.00871527619328322
"M1_BF_BRIG_152_K176819_P4",0.074948197751465,0.206082582467166,0.306280992045974,0.412688227735396,0.0102230343451946
"M2_DF_BRIG_007_K176698_P1",0.0780272437800414,0.251787916622405,0.302545350849021,0.367639488748533,0.012658193242105
"M2_DF_BRIG_007_K176698_P2",0.054829721633034,0.114911244499995,0.358723841729637,0.471535192137334,0.0167111863646205
"M2_DF_BRIG_007_K176698_P3",0.0604928899708147,0.149983426943297,0.335790880157464,0.453732802928424,0.0162123095772918
"M2_DF_BRIG_007_K176698_P4",0.0807945078010294,0.197105607537233,0.320515760001459,0.401584124660278,0.011543031314546
"M2_DF_BRIG_007_K176699_P1",0.0742106328975207,0.258818462183355,0.295037620032704,0.371933284886421,0.0266941359456588
"M2_DF_BRIG_007_K176699_P2",0.043637633607149,0.0927900735180777,0.362726055861106,0.500846237013668,0.0131945553780477
"M2_DF_BRIG_007_K176699_P3",0.0475443283733365,0.10393309187623,0.35874838168576,0.489774198064673,0.0189071636146026
"M2_DF_BRIG_007_K176699_P4",0.069928101377441,0.179316467534594,0.318142283075183,0.432613148012782,0.00800950460383076
"M2_DF_BRIG_007_K176700_P1",0.0761140132349489,0.25108188899269,0.301615155900056,0.371188941872305,0.0180264474220248
"M2_DF_BRIG_007_K176700_P2",0.0552137859085599,0.127857347071898,0.34850530281002,0.468423564209522,0.0192680818977324
"M2_DF_BRIG_007_K176700_P3",0.0589331967096557,0.140955144521077,0.341810918564082,0.458300740205185,0.0202277890113983
"M2_DF_BRIG_007_K176700_P4",0.077772579550859,0.187081161374261,0.32126233574041,0.41388392333447,0.00761144537012076
"M2_DF_BRIG_012_K176784_P1",0.0798622362658314,0.252691260971277,0.297921384999688,0.369525117763203,0.021677805089542
"M2_DF_BRIG_012_K176784_P2",0.0457628161559712,0.0944434319430385,0.351598826750288,0.508194925150702,0.0173965425536268
"M2_DF_BRIG_012_K176784_P3",0.0525306356234069,0.124441780941985,0.34123440828628,0.481793175148327,0.0195107350522374
"M2_DF_BRIG_012_K176784_P4",0.0757301304067666,0.182085008149038,0.323684835220431,0.418500026223765,0.0109471448647717
"M2_DF_BRIG_012_K176785_P1",0.0745802866172283,0.248542653458516,0.301104119775098,0.375772940149158,0.0233251149218562
"M2_DF_BRIG_012_K176785_P2",0.0491268142425399,0.124137063927706,0.345017159216895,0.481718962612859,0.0190743903545714
"M2_DF_BRIG_012_K176785_P3",0.0477474327481935,0.114718392117431,0.347317613922808,0.490216561211568,0.0176416712531149
"M2_DF_BRIG_012_K176785_P4",0.0752918095915548,0.211028875642074,0.314925111754553,0.398754203011818,0.0162157158665522
"M2_DF_BRIG_012_K176786_P1",0.0737407013657312,0.24951409166801,0.298962428833208,0.377782778133051,0.021324185417947
"M2_DF_BRIG_012_K176786_P2",0.049101209519224,0.116491196215234,0.351655302126661,0.482752292138882,0.0154851915126101
"M2_DF_BRIG_012_K176786_P3",0.0588187667626958,0.126145826920403,0.354656374511442,0.460379031805459,0.0208000153522109
"M2_DF_BRIG_012_K176786_P4",0.0788035030475604,0.198340258537772,0.318950227906127,0.40390601050854,0.010511990899715
"M2_DF_BRIG_012_K176787_P1",0.0780312178834,0.263470521168287,0.297402794599538,0.361095466348775,0.0262545046825807
"M2_DF_BRIG_012_K176787_P2",0.0550069121987102,0.132340076050891,0.351722642232663,0.460930369517736,0.0218299466078026
"M2_DF_BRIG_012_K176787_P3",0.051926052922724,0.115879333416949,0.346533315727251,0.485661297933077,0.0130368644693237
"M2_DF_BRIG_012_K176787_P4",0.0776072154638715,0.204454622915467,0.325416171319543,0.392521990301119,0.0141409612930169
"M2_DF_BRIG_012_K176788_P1",0.0803632643100478,0.261167830761248,0.297589190891341,0.360879714037363,0.0213043854454232
"M2_DF_BRIG_012_K176788_P2",0.0582604341371532,0.13962219095059,0.340506521087529,0.461610853824727,0.0187476437888855
"M2_DF_BRIG_012_K176788_P3",0.0527447056622673,0.120160598868034,0.350810413606702,0.476284281862997,0.016135984301371
"M2_DF_BRIG_012_K176788_P4",0.0794186140954119,0.20170432841691,0.32134483525198,0.397532222235699,0.0155287313397472
"M2_DF_BRIG_012_K176789_P1",0.0818073905382515,0.255327062043141,0.297154466865878,0.36571108055273,0.015131119958171
"M2_DF_BRIG_012_K176789_P2",0.0599657702972237,0.158532474470643,0.335848123326902,0.445653631905231,0.0257210133309846
"M2_DF_BRIG_012_K176789_P3",0.053987200649491,0.122959833556086,0.346759317021941,0.476293648772482,0.017568367727447
"M2_DF_BRIG_012_K176789_P4",0.077327286002994,0.183506823930732,0.332262184140301,0.406903705925973,0.0137437074751825
"M2_DF_BRIG_012_K176790_P1",0.0780813748633257,0.249539897641207,0.300700468998002,0.371678258497466,0.0211979448864931
"M2_DF_BRIG_012_K176790_P2",0.0551199573927957,0.120359954828431,0.345695719720913,0.47882436805786,0.0160851942507877
"M2_DF_BRIG_012_K176790_P3",0.0544033255685024,0.127527965554871,0.352420620332986,0.465648088543641,0.0161499376289232
"M2_DF_BRIG_012_K176790_P4",0.0736658961653561,0.216985155504101,0.314446978498675,0.394901969831868,0.0215845300570299
"M2_DF_BRIG_012_K176791_P1",0.0765551190444953,0.245520386263944,0.300863825444885,0.377060669246676,0.0185904340055355
"M2_DF_BRIG_012_K176791_P2",0.0498965333715779,0.121304130374823,0.349763533666039,0.47903580258756,0.0178152546770995
"M2_DF_BRIG_012_K176791_P3",0.0529200155686614,0.122771884842426,0.343368365295415,0.480939734293498,0.0167960031025103
"M2_DF_BRIG_012_K176791_P4",0.07459854649673,0.18423177671495,0.329667239711576,0.411502437076744,0.0133594366156103
"M2_DF_BRIG_012_K176792_P1",0.0753850596019754,0.247023967243749,0.305708629178112,0.371882343976163,0.0260092674740949
"M2_DF_BRIG_012_K176792_P2",0.0478734039325985,0.108283325477048,0.354402483453007,0.489440787137347,0.017918040340791
"M2_DF_BRIG_012_K176792_P3",0.0573078203162887,0.14199220498222,0.343503141526978,0.457196833174514,0.0191112763247678
"M2_DF_BRIG_012_K176792_P4",0.0748038313229245,0.204345827698365,0.314063143980849,0.406787196997861,0.0114813778788574
"M2_DF_BRIG_012_K176793_P1",0.0764891562170959,0.257883339111016,0.297915538392071,0.367711966279817,0.0250712419202961
"M2_DF_BRIG_012_K176793_P2",0.0572965578861922,0.133633314329571,0.351767416507526,0.457302711276711,0.0204268712177346
"M2_DF_BRIG_012_K176793_P3",0.0552551982211341,0.1092916885361,0.356702770770885,0.478750342471881,0.0184015362463749
"M2_DF_BRIG_012_K176793_P4",0.073351107817142,0.198803590426809,0.312162444767893,0.415682856988157,0.0126703633397618
"M2_DF_BRIG_022_K176580_P1",0.0775662643871874,0.256396650617288,0.301001927299971,0.365035157695554,0.0241893049392475
"M2_DF_BRIG_022_K176580_P2",0.0611771000679056,0.185506289480076,0.317810970152495,0.435505640299523,0.0179076298429928
"M2_DF_BRIG_022_K176580_P3",0.0500095645037865,0.13967411571293,0.338172185093311,0.472144134689973,0.0154657600930276
"M2_DF_BRIG_022_K176580_P4",0.072655224796428,0.187676131433429,0.321086489732615,0.418582154037528,0.0112415375776971
"M2_DF_BRIG_022_K176581_P1",0.0723113325427842,0.234604765480347,0.307525974263866,0.385557927713002,0.0196598160617499
"M2_DF_BRIG_022_K176581_P2",0.0491205335263943,0.109361930482103,0.352291747266374,0.489225788725128,0.0114821944736621
"M2_DF_BRIG_022_K176581_P3",0.0464991267368138,0.0958586303347842,0.369197375636838,0.488444867291564,0.0170002462380114
"M2_DF_BRIG_022_K176581_P4",0.078466981993175,0.196212257595696,0.316693268628281,0.408627491782848,0.0112211645017119
"M2_DF_BRIG_022_K176582_P1",0.0707844701837365,0.241411704133555,0.303194005387538,0.384609820295171,0.0196194202898176
"M2_DF_BRIG_022_K176582_P2",0.0585996480285779,0.125968785650701,0.352922858484052,0.462508707836669,0.0228767187645947
"M2_DF_BRIG_022_K176582_P3",0.0666308601547077,0.157114435324977,0.34457074726982,0.431683957250495,0.0183282058753669
"M2_DF_BRIG_022_K176582_P4",0.0768061737896213,0.190220992562837,0.319065512768911,0.41390732087863,0.00735212076860307
"M2_DF_BRIG_022_K176583_P1",0.0785146884922386,0.251467417176084,0.303843124931728,0.366174769399949,0.0199782411282057
"M2_DF_BRIG_022_K176583_P2",0.048094352914244,0.112374977016516,0.356683789557075,0.482846880512166,0.0172089289871432
"M2_DF_BRIG_022_K176583_P3",0.048385449598608,0.0961405083329489,0.369178994804362,0.486295047264082,0.0175429454688768
"M2_DF_BRIG_022_K176583_P4",0.0779058001482659,0.201255488923991,0.3189298751589,0.401908835768843,0.00932183586991493
"M2_DF_BRIG_022_K176584_P1",0.0754247735999578,0.251403870321703,0.301357191531178,0.371814164547162,0.0247234411574612
"M2_DF_BRIG_022_K176584_P2",0.0472101209157,0.0928337381524171,0.358434252905077,0.501521888026806,0.0139721745622399
"M2_DF_BRIG_022_K176584_P3",0.0521863734457465,0.107131408226841,0.35878797536825,0.481894242959162,0.0145582205610145
"M2_DF_BRIG_022_K176584_P4",0.0766707286285099,0.199484586417298,0.317123665783869,0.406721019170323,0.0124686267720976
"M2_DF_BRIG_022_K176586_P1",0.0780821413197532,0.26680502459229,0.294902887107436,0.36020994698052,0.0243246820803182
"M2_DF_BRIG_022_K176586_P2",0.059571774458994,0.140730291388763,0.346301954670418,0.453395979481824,0.0144990426216495
"M2_DF_BRIG_022_K176586_P3",0.0527539040395487,0.0891311688281809,0.373501068274648,0.484613858857623,0.0178046456998023
"M2_DF_BRIG_022_K176586_P4",0.0759659451232177,0.170055759295865,0.332612219837405,0.421366075743513,0.00760859196330482
"M2_DF_BRIG_022_K176587_P1",0.0729032067157548,0.249950150778307,0.296465037944764,0.380681604561174,0.0258346845601803
"M2_DF_BRIG_022_K176587_P2",0.0413889646909798,0.0873873542885648,0.363930601567536,0.507293079452919,0.0174903640535694
"M2_DF_BRIG_022_K176587_P3",0.0495098011683765,0.116009266166449,0.353825693095263,0.480655239569911,0.0205465472557521
"M2_DF_BRIG_022_K176587_P4",0.070468121995898,0.191155403551669,0.32158787569382,0.416788598758614,0.0107859854158527
"M2_DF_BRIG_022_K176588_P1",0.079122707757341,0.252539414600622,0.300547842728415,0.367790034913622,0.0238585078327957
"M2_DF_BRIG_022_K176588_P2",0.0404771125012316,0.0851302805233466,0.369914031828088,0.504478575147334,0.0134852962768972
"M2_DF_BRIG_022_K176588_P3",0.0507582051047437,0.106601181492447,0.363708941972121,0.478931671430689,0.0180621264769847
"M2_DF_BRIG_022_K176588_P4",0.0752793655691051,0.200385937799942,0.316945220928826,0.407389475702127,0.0122218225511614
"M2_DF_BRIG_025_K176641_P1",0.0724711735265273,0.261496449521473,0.293220117403239,0.372812259548761,0.0181069263090229
"M2_DF_BRIG_025_K176641_P2",0.06203769128469,0.148520501405152,0.347768650551864,0.441673156758294,0.019802180519031
"M2_DF_BRIG_025_K176641_P3",0.0582566360056002,0.127493602297381,0.357921743539624,0.456328018157395,0.0205245947974557
"M2_DF_BRIG_025_K176641_P4",0.0701393729796067,0.201711331749788,0.32048103829109,0.407668256979515,0.0107940225419127
"M2_DF_BRIG_025_K176642_P1",0.0796166612232964,0.27042426067014,0.296227362788428,0.353731715318135,0.0264516525940078
"M2_DF_BRIG_025_K176642_P2",0.057747208094489,0.121948152303033,0.354765127904137,0.465539511698341,0.0135908587963902
"M2_DF_BRIG_025_K176642_P3",0.0510137054771574,0.104574521292477,0.370158244682764,0.474253528547601,0.0166155070832125
"M2_DF_BRIG_025_K176642_P4",0.0742217268957965,0.177702759122159,0.333519467231155,0.414556046750889,0.0113001579351458
"M2_DF_BRIG_025_K176643_P1",0.0726551121356755,0.263292250549503,0.295404893516157,0.368647743798664,0.0202471172352122
"M2_DF_BRIG_025_K176643_P2",0.054365469910556,0.12578290643761,0.352514061147031,0.467337562504803,0.0161526293357412
"M2_DF_BRIG_025_K176643_P3",0.0492801897070897,0.106474394839294,0.358018329185638,0.486227086267978,0.0141744441837629
"M2_DF_BRIG_025_K176643_P4",0.0765565116513851,0.206449065190352,0.314752055170325,0.402242367987938,0.012688217692356
"M2_DF_BRIG_025_K176644_P1",0.0743810620060699,0.268553628927379,0.293674888214947,0.363390420851605,0.0230677386312322
"M2_DF_BRIG_025_K176644_P2",0.0456782655756084,0.102049268585686,0.360990837547533,0.491281628291173,0.0150925170010241
"M2_DF_BRIG_025_K176644_P3",0.0530312863321463,0.120537412982684,0.3568022292448,0.469629071440369,0.0157846780189119
"M2_DF_BRIG_025_K176644_P4",0.0794011742875039,0.219027678328908,0.311915808827635,0.389655338555953,0.0121625813264493
"M2_DF_BRIG_025_K176645_P1",0.0709470940066094,0.245585010273218,0.298682062181921,0.384785833538251,0.0154908319542197
"M2_DF_BRIG_025_K176645_P2",0.040106373426869,0.0909491073962842,0.360038409706771,0.508906109470076,0.0144972440479711
"M2_DF_BRIG_025_K176645_P3",0.0432189016461132,0.103456555177611,0.360595591321569,0.492728951854707,0.0154257869305169
"M2_DF_BRIG_025_K176645_P4",0.0726691665219063,0.191936191729188,0.32881483820199,0.406579803546916,0.0109770767814088
"M2_DF_BRIG_025_K176646_P1",0.0794332348155253,0.267082129003038,0.297603265246554,0.355881370934883,0.0223246320606304
"M2_DF_BRIG_025_K176646_P2",0.0501102070793486,0.129358395901552,0.339798233813774,0.480733163205326,0.0169526948503717
"M2_DF_BRIG_025_K176646_P3",0.0590400431421966,0.151836087515059,0.339053709068508,0.450070160274236,0.0197977863964628
"M2_DF_BRIG_025_K176646_P4",0.076077300956829,0.203424935832749,0.321109763634109,0.399387999576313,0.0130572366197177
"M2_DF_BRIG_040_K176650_P1",0.0768523291652239,0.26650954927684,0.29579341700672,0.360844704551216,0.0239791030146426
"M2_DF_BRIG_040_K176650_P2",0.0618068725472233,0.145652385202528,0.339468699225174,0.453072043025074,0.0243005758123421
"M2_DF_BRIG_040_K176650_P3",0.0599871816074637,0.122313079713769,0.359611034978606,0.458088703700161,0.0120235555787073
"M2_DF_BRIG_040_K176650_P4",0.0783597157051019,0.198681817669951,0.316748425415356,0.406210041209592,0.0105407449729971
"M2_DF_BRIG_040_K176651_P1",0.0739924245927435,0.251511397265468,0.297613678606212,0.376882499535577,0.0180641563471176
"M2_DF_BRIG_040_K176651_P2",0.0618442925674319,0.146244069719599,0.348424734442355,0.443486903270614,0.0202184574156776
"M2_DF_BRIG_040_K176651_P3",0.0510311309294823,0.100688292694732,0.365884473484419,0.482396102891368,0.0165247475814195
"M2_DF_BRIG_040_K176651_P4",0.0788354602837568,0.220679019471452,0.309970117123021,0.39051540312177,0.0147077016512623
"M2_DF_BRIG_040_K176652_P1",0.0756161310445537,0.261510687491496,0.29538294309014,0.367490238373811,0.0171496496977108
"M2_DF_BRIG_040_K176652_P2",0.0610782627623194,0.148622945131028,0.33990699152433,0.450391800582323,0.0198904981505203
"M2_DF_BRIG_040_K176652_P3",0.0581284307515147,0.145556633126246,0.345329925041118,0.450985011081121,0.0194239238765157
"M2_DF_BRIG_040_K176652_P4",0.0832917394130741,0.203810475251016,0.312932509042918,0.399965276292992,0.00930248540057665
"M2_DF_BRIG_040_K176653_P1",0.0793466747853331,0.26716806843236,0.296443359269138,0.357041897513169,0.018089329193489
"M2_DF_BRIG_040_K176653_P2",0.050106529885172,0.0986751627344595,0.363891844079377,0.487326463300991,0.0147601539280313
"M2_DF_BRIG_040_K176653_P3",0.0566203055985083,0.116916880776647,0.360691947558698,0.465770866066147,0.0179245645214634
"M2_DF_BRIG_040_K176653_P4",0.0825200574945794,0.214191960261895,0.311548313218007,0.391739669025519,0.0126018660979124
"M2_DF_BRIG_040_K176654_P1",0.0801578713292189,0.25873896568524,0.301066198498253,0.360036964487288,0.0186135124155808
"M2_DF_BRIG_040_K176654_P2",0.0542397077908366,0.127141883588061,0.346351717011111,0.472266691609992,0.0178116256831304
"M2_DF_BRIG_040_K176654_P3",0.0512645586392617,0.0949586505555196,0.369128880258595,0.484647910546623,0.0163270720882512
"M2_DF_BRIG_040_K176654_P4",0.078505265146163,0.185277474478966,0.319329568090617,0.416887692284254,0.00775547198378247
"M2_DF_BRIG_040_K176655_P1",0.0645179506696233,0.223790828455507,0.303304290784935,0.408386930089935,0.0167998408696388
"M2_DF_BRIG_040_K176655_P2",0.0629513381306917,0.170707226678701,0.328091821346784,0.438249613843823,0.0185293946716534
"M2_DF_BRIG_040_K176655_P3",0.0533165972174812,0.107631037820588,0.362513432765463,0.476538932196468,0.0134433262035357
"M2_DF_BRIG_040_K176655_P4",0.076931152170459,0.219745960418486,0.309168103449048,0.394154783962007,0.0112782609650149
"M2_DF_BRIG_040_K176656_P1",0.0748948607371666,0.250911099795983,0.299499594751951,0.374694444714899,0.0217200481260054
"M2_DF_BRIG_040_K176656_P2",0.0527467738880802,0.127716726589971,0.349663032737377,0.469873466784572,0.0168941451693259
"M2_DF_BRIG_040_K176656_P3",0.0578847626614943,0.1285098795054,0.352079170190921,0.461526187642186,0.0193184702893204
"M2_DF_BRIG_040_K176656_P4",0.0765179636326659,0.214095054695718,0.311068538676435,0.398318442995181,0.0155664517129654
"M2_DF_BRIG_047_K176689_P1",0.078690553932583,0.262082399114459,0.295847726543713,0.363379320409246,0.0194402800469479
"M2_DF_BRIG_047_K176689_P2",0.0520311416934107,0.105104823434473,0.354620042007352,0.488243992864764,0.0179500945439324
"M2_DF_BRIG_047_K176689_P3",0.0502963917211924,0.0987423695531601,0.36000268402641,0.490958554699238,0.0160215024403279
"M2_DF_BRIG_047_K176689_P4",0.0771707754578966,0.201600213488669,0.314401323063779,0.406827687989655,0.0111273790639333
"M2_DF_BRIG_047_K176690_P1",0.0815367323839234,0.250819056378981,0.301639621993302,0.366004589243794,0.0237498848261751
"M2_DF_BRIG_047_K176690_P2",0.0571052925710501,0.151104020322542,0.337437467604685,0.454353219501723,0.0157395630518432
"M2_DF_BRIG_047_K176690_P3",0.0516569084595434,0.102438864618245,0.360102581506953,0.485801645415258,0.0127218284064801
"M2_DF_BRIG_047_K176690_P4",0.0766049616124186,0.182300385886461,0.326977818575416,0.414116833925704,0.0115433908857884
"M2_DF_BRIG_047_K176691_P1",0.0809747695015775,0.259954239254717,0.299660115974075,0.359410875269631,0.0256099773692666
"M2_DF_BRIG_047_K176691_P2",0.0544106011194832,0.117691565700409,0.356544867173828,0.471352966006279,0.018746945210861
"M2_DF_BRIG_047_K176691_P3",0.0496411307984754,0.126325732784905,0.348742563461429,0.47529057295519,0.0175160454194706
"M2_DF_BRIG_047_K176691_P4",0.0731814449729848,0.194926317753404,0.312524265712793,0.419367971560817,0.0109652856602674
"M2_DF_BRIG_047_K176692_P1",0.0789181324060178,0.267533235496085,0.295763907168439,0.357784724929459,0.0227024599976706
"M2_DF_BRIG_047_K176692_P2",0.052001210610421,0.125009321554649,0.324160747464407,0.498828720370523,0.0130716815499466
"M2_DF_BRIG_047_K176692_P3",0.0452071717464063,0.0814553225802068,0.363145264203317,0.51019224147007,0.0131292113556294
"M2_DF_BRIG_047_K176692_P4",0.0819498922892786,0.17579153497102,0.332344231106548,0.409914341633153,0.00873061691468997
"M2_DF_BRIG_047_K176693_P1",0.0763103465614614,0.22696128502024,0.313821312758622,0.382907055659677,0.0190734933888449
"M2_DF_BRIG_047_K176693_P2",0.0513974809613947,0.105207023278539,0.357188777913478,0.486206717846589,0.0151909282850697
"M2_DF_BRIG_047_K176693_P3",0.0565346856124851,0.140661091810699,0.334343186503164,0.468461036073652,0.0140929242741302
"M2_DF_BRIG_047_K176693_P4",0.0808346925514027,0.20424485129839,0.316097283989771,0.398823172160436,0.0140066624694836
"M2_DF_BRIG_047_K176694_P1",0.0792857220309789,0.265480787698626,0.297495660636941,0.357737829633454,0.0217770906649976
"M2_DF_BRIG_047_K176694_P2",0.0482854095457591,0.120149447875556,0.342131307984825,0.48943383459386,0.0165252898343377
"M2_DF_BRIG_047_K176694_P3",0.0435372713166069,0.0885969041505736,0.36948255657164,0.498383267961179,0.0114715375681517
"M2_DF_BRIG_047_K176694_P4",0.0738432992391261,0.205046812930246,0.314000415719766,0.407109472110862,0.0136313582098326
"M2_DF_BRIG_047_K176695_P1",0.0805080930112389,0.265890987718927,0.298555816130916,0.355045103138918,0.0233715575104471
"M2_DF_BRIG_047_K176695_P2",0.0573832838255819,0.128865158160144,0.352556178122051,0.461195379892223,0.0185592649499275
"M2_DF_BRIG_047_K176695_P3",0.058295601994261,0.149399255181861,0.338752967485372,0.453552175338505,0.0162289017965189
"M2_DF_BRIG_047_K176695_P4",0.0811176784210381,0.187676219470215,0.323248379775756,0.407957722332991,0.00949109242720353
"M2_DF_BRIG_047_K176696_P1",0.0700382625090372,0.246551401497731,0.300013184647463,0.383397151345769,0.0191116808461501
"M2_DF_BRIG_047_K176696_P2",0.0528712735220963,0.118088288938647,0.351093485610978,0.477946951928279,0.0168723662394507
"M2_DF_BRIG_047_K176696_P3",0.0512244930996401,0.128862935841597,0.338558715711335,0.481353855347427,0.0131275557891925
"M2_DF_BRIG_047_K176696_P4",0.0759168029403042,0.216236155553638,0.315935728250889,0.391911313255168,0.0179533865018752
"M2_DF_BRIG_047_K176697_P1",0.0765394951928747,0.255196618459494,0.300233433524925,0.368030452822707,0.0211704318296315
"M2_DF_BRIG_047_K176697_P2",0.0546855651881692,0.134638768489209,0.346507860014663,0.464167806307959,0.0164125052002593
"M2_DF_BRIG_047_K176697_P3",0.0426932069888202,0.0886153172713657,0.363983431048634,0.50470804469118,0.0134845504990858
"M2_DF_BRIG_047_K176697_P4",0.0784424411339041,0.190615063799947,0.322472549094659,0.40846994597149,0.0117439082611225
"M2_DF_BRIG_070_K176557_P1",0.0763894953118222,0.257369879932094,0.299142165361846,0.367098459394238,0.0202861039427487
"M2_DF_BRIG_070_K176557_P2",0.0579169340018366,0.139648660040431,0.348303742556067,0.454130663401665,0.0198723174185626
"M2_DF_BRIG_070_K176557_P3",0.0555240600287718,0.110788734637297,0.36462666979034,0.469060535543591,0.0163643672502133
"M2_DF_BRIG_070_K176557_P4",0.0787262735875916,0.194361504560104,0.319088063368335,0.407824158483969,0.00908574573561654
"M2_DF_BRIG_070_K176558_P1",0.0721235583220675,0.257912034523039,0.2942898764793,0.375674530675594,0.0195917482401798
"M2_DF_BRIG_070_K176558_P2",0.0574076297103737,0.122272372194663,0.350634923602233,0.46968507449273,0.0140436359768727
"M2_DF_BRIG_070_K176558_P3",0.0505805424553691,0.101019415496011,0.360516574769053,0.487883467279567,0.0127078705329432
"M2_DF_BRIG_070_K176558_P4",0.0709867347906899,0.176437335238732,0.326081496463569,0.426494433507009,0.00853241002188398
"M2_DF_BRIG_070_K176559_P1",0.0779098769811254,0.262551280680304,0.294864796113154,0.364674046225417,0.0251384165971405
"M2_DF_BRIG_070_K176559_P2",0.0562131388195346,0.113314417442966,0.360202515002687,0.470269928734813,0.0179699361586463
"M2_DF_BRIG_070_K176559_P3",0.0477444326845901,0.103500760227418,0.35883950285589,0.489915304232102,0.015031450406455
"M2_DF_BRIG_070_K176559_P4",0.0736409921213919,0.184305692223258,0.312569519513811,0.429483796141539,0.00681384980953092
